pmid,cancer_type
12111649,Bone Cancer
12111649,Leukemia
12111649,Myeloproliferative Neoplasms
12113048,Breast Cancer
12113051,Leukemia
12113051,Multiple Myeloma
12113051,Myeloproliferative Neoplasms
12114217,Leukemia
12114217,Acute Myeloid Leukemia (AML)
12114403,Bone Cancer
12114403,Leukemia
12114406,Breast Cancer
12114406,Prostate Cancer
12114406,Colorectal Cancer
12114406,Kidney Cancer
12114412,Bone Cancer
12114412,Leukemia
12114413,Leukemia
12114413,Acute Myeloid Leukemia (AML)
12114413,Chronic Lymphocytic Leukemia (CLL)
12114413,Chronic Myelogenous Leukemia (CML)
12114413,Myeloproliferative Neoplasms
12114417,Leukemia
12114417,Chronic Myelogenous Leukemia (CML)
12114418,Leukemia
12114422,Bone Cancer
12114422,Multiple Myeloma
12114423,Leukemia
12114448,Leukemia
12114448,Acute Lymphoblastic Leukemia (ALL)
12115322,Head and Neck Cancer
12115325,Lung Cancer
12115328,Sarcoma
12115341,Breast Cancer
12115351,Liver Cancer
12115355,Sarcoma
12115355,Osteosarcoma
12115355,Endometrial Cancer
12115358,Bone Cancer
12115358,Lymphoma
12115395,Neuroblastoma
12115395,Bone Cancer
12115478,Breast Cancer
12115478,Melanoma
12115478,Colorectal Cancer
12115478,Endometrial Cancer
12116072,Breast Cancer
12116072,Testicular Cancer
12117190,Breast Cancer
12118020,Prostate Cancer
12118020,Bone Cancer
12118391,Cervical Cancer
12118764,Esophageal Cancer
12119278,Thyroid Cancer
12119278,Breast Cancer
12122002,Prostate Cancer
12123535,Breast Cancer
12123536,Breast Cancer
12124170,Leukemia
12124170,Acute Myeloid Leukemia (AML)
12124173,Leukemia
12124177,Bone Cancer
12124177,Leukemia
12124177,Chronic Myelogenous Leukemia (CML)
12124833,Head and Neck Cancer
12124835,Lung Cancer
12124836,Melanoma
12124838,Head and Neck Cancer
12126507,Gastric Cancer
12127724,Cardiac Tumors
12127961,Wilms Tumor
12127961,Breast Cancer
12128123,Brain Tumor
12128123,Lung Cancer
12128124,Breast Cancer
12128129,Brain Tumor
12130488,Leukemia
12130488,Acute Myeloid Leukemia (AML)
12130488,Myeloproliferative Neoplasms
12131088,Rectal Cancer
12131153,Rectal Cancer
12131153,Colorectal Cancer
12131305,Prostate Cancer
12131305,Skin Cancer
12131305,Testicular Cancer
12131429,Sarcoma
12131429,Ewing Sarcoma
12132736,Thyroid Cancer
12132736,Liver Cancer
12133274,Cervical Cancer
12134369,Thyroid Cancer
12134369,Head and Neck Cancer
12138396,Breast Cancer
12138397,Breast Cancer
12138400,Breast Cancer
12138400,Leukemia
12138400,Lymphoma
12138402,Breast Cancer
12138408,Bone Cancer
12138408,Breast Cancer
12138408,Parathyroid Cancer
12139635,Melanoma
12142558,Bone Cancer
12142558,Cardiac Tumors
12142558,Kidney Cancer
12142560,Melanoma
12142560,Kidney Cancer
12142791,Neuroblastoma
12142791,Wilms Tumor
12145056,Breast Cancer
12145312,Cervical Cancer
12145531,Cardiac Tumors
12145531,Lung Cancer
12149051,Breast Cancer
12149200,Leukemia
12149200,Chronic Lymphocytic Leukemia (CLL)
12149202,Leukemia
12149202,Acute Myeloid Leukemia (AML)
12149203,Bone Cancer
12149203,Leukemia
12149203,Acute Myeloid Leukemia (AML)
12149203,Chronic Myelogenous Leukemia (CML)
12149203,Liver Cancer
12149204,Bone Cancer
12149204,Leukemia
12149204,Acute Lymphoblastic Leukemia (ALL)
12149226,Bone Cancer
12149226,Multiple Myeloma
12149290,Bladder Cancer
12149290,Skin Cancer
12149292,Prostate Cancer
12149295,Sarcoma
12149300,Lymphoma
12149301,Pancreatic Cancer
12149306,Breast Cancer
12149306,Appendix Cancer
12149307,Breast Cancer
12149307,Endometrial Cancer
12149456,Leukemia
12149644,Breast Cancer
12151149,Cervical Cancer
12151346,Prostate Cancer
12153163,Cardiac Tumors
12153163,Leukemia
12153163,Lymphoma
12153184,Skin Cancer
12153184,Leukemia
12153184,Acute Myeloid Leukemia (AML)
12153184,Lymphoma
12154042,Breast Cancer
12161355,Leukemia
12161355,Chronic Myelogenous Leukemia (CML)
12161355,Myeloproliferative Neoplasms
12161751,Gastrointestinal Tumor
12162686,Leukemia
12162686,Lymphoma
12162763,Head and Neck Cancer
12162819,Esophageal Cancer
12162819,Lung Cancer
12162911,Leukemia
12162911,Acute Myeloid Leukemia (AML)
12162914,Leukemia
12162914,Acute Myeloid Leukemia (AML)
12163325,Prostate Cancer
12163325,Rectal Cancer
12163360,Head and Neck Cancer
12163369,Colorectal Cancer
12163369,Endometrial Cancer
12163460,Colorectal Cancer
12163460,Esophageal Cancer
12164555,Breast Cancer
12164682,Brain Tumor
12165506,Breast Cancer
12165641,Colorectal Cancer
12167579,Breast Cancer
12167583,Kidney Cancer
12167786,Esophageal Cancer
12168084,Breast Cancer
12168088,Prostate Cancer
12168962,Breast Cancer
12170085,Liver Cancer
12170773,Leukemia
12170776,Prostate Cancer
12170777,Prostate Cancer
12171425,Lung Cancer
12171483,Bone Cancer
12171483,Breast Cancer
12171876,Lung Cancer
12171878,Bladder Cancer
12171878,Colorectal Cancer
12171878,Gastric Cancer
12171879,Lung Cancer
12171886,Prostate Cancer
12171891,Gallbladder Cancer
12171891,Colorectal Cancer
12171891,Liver Cancer
12171891,Lymphoma
12171905,Prostate Cancer
12171905,Bone Cancer
12172290,Brain Tumor
12172547,Leukemia
12172974,Osteosarcoma
12172976,Kidney Cancer
12173037,Multiple Myeloma
12173318,Breast Cancer
12173327,Kidney Cancer
12173328,Prostate Cancer
12173328,Penile Cancer
12173328,Testicular Cancer
12173333,Leukemia
12173333,Chronic Myelogenous Leukemia (CML)
12173340,Brain Tumor
12173340,Sarcoma
12173340,Lung Cancer
12173345,Bone Cancer
12173345,Lymphoma
12173347,Neuroblastoma
12173492,Sarcoma
12173712,Lung Cancer
12173715,Multiple Myeloma
12174634,Prostate Cancer
12174634,Rectal Cancer
12176867,Gastrointestinal Tumor
12176867,Leukemia
12176867,Myeloproliferative Neoplasms
12176876,Leukemia
12176876,Chronic Myelogenous Leukemia (CML)
12176882,Lymphoma
12176916,Leukemia
12177096,Prostate Cancer
12177113,Lung Cancer
12177606,Leukemia
12177606,Pancreatic Cancer
12181401,Gastrointestinal Tumor
12181401,Leukemia
12182418,Brain Tumor
12182973,Brain Tumor
12182973,Thyroid Cancer
12182973,Pituitary Tumor
12182994,Bone Cancer
12182994,Brain Tumor
12182994,Lung Cancer
12183422,Ovarian Cancer
12184413,Colorectal Cancer
12184413,Lung Cancer
12185297,Sarcoma
12185299,Leukemia
12186216,Leukemia
12187203,Bladder Cancer
12187216,Urethral Cancer
12187216,Prostate Cancer
12187331,Prostate Cancer
12188943,Brain Tumor
12188943,Melanoma
12188943,Sarcoma
12188943,Kidney Cancer
12189205,Breast Cancer
12189205,Colorectal Cancer
12191565,Leukemia
12192324,Esophageal Cancer
12192595,Prostate Cancer
12193477,Sarcoma
12193477,Skin Cancer
12194793,Gastric Cancer
12195305,Leukemia
12195305,Lymphoma
12195643,Ovarian Cancer
12195643,Melanoma
12195643,Skin Cancer
12195692,Breast Cancer
12195692,Lung Cancer
12196213,Leukemia
12196213,Acute Lymphoblastic Leukemia (ALL)
12196213,Acute Myeloid Leukemia (AML)
12196214,Leukemia
12196214,Acute Lymphoblastic Leukemia (ALL)
12196274,Breast Cancer
12196278,Breast Cancer
12196745,Skin Cancer
12196745,Lymphoma
12196745,Mycosis Fungoides
12197215,Sarcoma
12197215,Endometrial Cancer
12197215,Gastrointestinal Tumor
12197224,Leukemia
12197224,Lung Cancer
12198634,Prostate Cancer
12198635,Prostate Cancer
12198635,Testicular Cancer
12199627,Colorectal Cancer
12200352,Leukemia
12200352,Acute Lymphoblastic Leukemia (ALL)
12200353,Leukemia
12200353,Acute Lymphoblastic Leukemia (ALL)
12200353,Chronic Myelogenous Leukemia (CML)
12200376,Leukemia
12200376,Chronic Lymphocytic Leukemia (CLL)
12200376,Lymphoma
12201492,Melanoma
12201495,Brain Tumor
12201495,Kidney Cancer
12201495,Liver Cancer
12201498,Skin Cancer
12201498,Head and Neck Cancer
12201498,Liver Cancer
12201643,Prostate Cancer
12202663,Breast Cancer
12202666,Bladder Cancer
12202666,Rectal Cancer
12202668,Breast Cancer
12202783,Lung Cancer
12202975,Gastric Cancer
12203062,Gastric Cancer
12203099,Pituitary Tumor
12203106,Leukemia
12203106,Chronic Lymphocytic Leukemia (CLL)
12203106,Hairy Cell Leukemia
12203106,Liver Cancer
12203791,Prostate Cancer
12203792,Breast Cancer
12203792,Thyroid Cancer
12203792,Melanoma
12203792,Endometrial Cancer
12203792,Kidney Cancer
12204061,Ovarian Cancer
12204061,Lung Cancer
12204532,Bone Cancer
12204532,Leukemia
12204533,Breast Cancer
12204533,Prostate Cancer
12206602,Breast Cancer
12206602,Skin Cancer
12208747,Mesothelioma
12208747,Lung Cancer
12208756,Bone Cancer
12208756,Multiple Myeloma
12208847,Bone Cancer
12208847,Lymphoma
12208864,Breast Cancer
12208894,Pancreatic Cancer
12209598,Sarcoma
12209598,Gastrointestinal Tumor
12209598,Leukemia
12209598,Chronic Myelogenous Leukemia (CML)
12209598,Lung Cancer
12209664,Breast Cancer
12209670,Pancreatic Cancer
12209675,Pancreatic Cancer
12209680,Breast Cancer
12209686,Bone Cancer
12209686,Kidney Cancer
12209686,Liver Cancer
12209686,Lung Cancer
12209692,Leukemia
12209697,Melanoma
12209699,Sarcoma
12209705,Colorectal Cancer
12209705,Liver Cancer
12209710,Breast Cancer
12209710,Gastrointestinal Tumor
12209712,Breast Cancer
12209714,Thyroid Cancer
12209714,Cardiac Tumors
12209714,Head and Neck Cancer
12209714,Lung Cancer
12209730,Sarcoma
12209733,Gastrointestinal Tumor
12209733,Leukemia
12209733,Chronic Myelogenous Leukemia (CML)
12209743,Prostate Cancer
12209751,Bone Cancer
12209751,Leukemia
12209751,Acute Lymphoblastic Leukemia (ALL)
12209992,Lung Cancer
12210018,Rectal Cancer
12210018,Liver Cancer
12210031,Gastric Cancer
12210482,Prostate Cancer
12210486,Prostate Cancer
12210929,Breast Cancer
12210929,Brain Tumor
12213576,Breast Cancer
12214287,Leukemia
12214287,Acute Myeloid Leukemia (AML)
12214291,Bone Cancer
12214291,Leukemia
12214291,Acute Myeloid Leukemia (AML)
12214291,Chronic Lymphocytic Leukemia (CLL)
12214292,Leukemia
12215091,Breast Cancer
12215248,Breast Cancer
12215248,Ovarian Cancer
12216083,Breast Cancer
12216106,Neuroblastoma
12218163,Melanoma
12218588,Lung Cancer
12219004,Pancreatic Cancer
12219781,Lung Cancer
12223436,Colorectal Cancer
12226014,Leukemia
12226014,Chronic Lymphocytic Leukemia (CLL)
12226014,Lung Cancer
12226754,Pancreatic Cancer
12228197,Pancreatic Cancer
12228201,Head and Neck Cancer
12228201,Lung Cancer
12228203,Melanoma
12228203,Kidney Cancer
12228208,Leukemia
12228208,Acute Myeloid Leukemia (AML)
12228208,Chronic Lymphocytic Leukemia (CLL)
12228208,Lymphoma
12228208,Myeloproliferative Neoplasms
12228209,Lymphoma
12231058,Prostate Cancer
12231058,Liver Cancer
12231068,Prostate Cancer
12231068,Bone Cancer
12231521,Leukemia
12231521,Acute Myeloid Leukemia (AML)
12231522,Prostate Cancer
12231522,Bone Cancer
12231522,Parathyroid Cancer
12231522,Kidney Cancer
12231542,Lung Cancer
12231544,Leukemia
12231545,Colorectal Cancer
12231547,Brain Tumor
12231547,Neuroblastoma
12233924,Melanoma
12234168,Lymphoma
12234279,Leukemia
12234279,Acute Lymphoblastic Leukemia (ALL)
12234701,Lung Cancer
12234976,Melanoma
12234991,Mesothelioma
12234991,Lung Cancer
12234993,Prostate Cancer
12235008,Breast Cancer
12235008,Prostate Cancer
12235222,Breast Cancer
12237282,Breast Cancer
12237282,Ovarian Cancer
12237282,Colorectal Cancer
12237282,Fallopian Tube Cancer
12237282,Gastric Cancer
12237282,Pancreatic Cancer
12237916,Head and Neck Cancer
12237919,Lymphoma
12237922,Lung Cancer
12237926,Melanoma
12237926,Skin Cancer
12237927,Sarcoma
12237927,Lung Cancer
12239148,Bone Cancer
12239148,Leukemia
12239148,Acute Lymphoblastic Leukemia (ALL)
12241110,Brain Tumor
12241110,Kidney Cancer
12241110,Lymphoma
12242449,Melanoma
12242694,Breast Cancer
12242723,Prostate Cancer
12243551,Leukemia
12243551,Acute Lymphoblastic Leukemia (ALL)
12243551,Chronic Lymphocytic Leukemia (CLL)
12243551,Lymphoma
12243810,Lung Cancer
12243812,Rectal Cancer
12243982,Bone Cancer
12243982,Leukemia
12269263,Breast Cancer
12269451,Bone Cancer
12269772,Bladder Cancer
12269772,Lung Cancer
12296515,Melanoma
12324633,Ovarian Cancer
12325038,Liver Cancer
12325038,Lung Cancer
12349881,Breast Cancer
12350366,Thyroid Cancer
12350366,Leukemia
12350366,Acute Lymphoblastic Leukemia (ALL)
12351413,Lymphoma
12351420,Leukemia
12351569,Head and Neck Cancer
12351593,Head and Neck Cancer
12351594,Prostate Cancer
12351597,Colorectal Cancer
12352633,Bone Cancer
12353825,Breast Cancer
12354363,Gastrointestinal Tumor
12355576,Cervical Cancer
12355576,Vaginal Cancer
12356141,Colorectal Cancer
12356141,Liver Cancer
12356357,Brain Tumor
12357306,Sarcoma
12357306,Kidney Cancer
12357306,Liver Cancer
12358901,Bone Cancer
12359762,Melanoma
12359762,Prostate Cancer
12359762,Leukemia
12359762,Chronic Myelogenous Leukemia (CML)
12359762,Lung Cancer
12359762,Testicular Cancer
12359763,Lymphoma
12361242,Leukemia
12361242,Acute Lymphoblastic Leukemia (ALL)
12363325,Breast Cancer
12363326,Breast Cancer
12364417,Adrenocortical Cancer
12365012,Prostate Cancer
12365015,Leukemia
12365015,Chronic Myelogenous Leukemia (CML)
12365021,Osteosarcoma
12365021,Sarcoma
12365021,Breast Cancer
12365021,Retinoblastoma
12365021,Leukemia
12365021,Acute Myeloid Leukemia (AML)
12365021,Lymphoma
12365021,Myeloproliferative Neoplasms
12365028,Leukemia
12365028,Acute Lymphoblastic Leukemia (ALL)
12367795,Lung Cancer
12368635,Cervical Cancer
12368635,Head and Neck Cancer
12368679,Pancreatic Cancer
12368681,Rectal Cancer
12368696,Bone Cancer
12368696,Leukemia
12368696,Acute Myeloid Leukemia (AML)
12368696,Myeloproliferative Neoplasms
12370429,Colorectal Cancer
12370531,Pancreatic Cancer
12370700,Bone Cancer
12370753,Leukemia
12370753,Acute Myeloid Leukemia (AML)
12370825,Breast Cancer
12374452,Leukemia
12374452,Chronic Myelogenous Leukemia (CML)
12374454,Myeloproliferative Neoplasms
12374674,Melanoma
12374674,Brain Tumor
12374674,Cardiac Tumors
12374678,Breast Cancer
12374693,Prostate Cancer
12374696,Ovarian Cancer
12374696,Breast Cancer
12374696,Colorectal Cancer
12374696,Lung Cancer
12374701,Breast Cancer
12374701,Pancreatic Cancer
12374981,Prostate Cancer
12374981,Lung Cancer
12375635,Melanoma
12375797,Lung Cancer
12376480,Prostate Cancer
12376518,Breast Cancer
12376975,Neuroblastoma
12376975,Sarcoma
12376975,Liver Cancer
12376975,Lung Cancer
12377320,Prostate Cancer
12377324,Lung Cancer
12377332,Breast Cancer
12377962,Leukemia
12377962,Lung Cancer
12377965,Leukemia
12377965,Acute Myeloid Leukemia (AML)
12378599,Lung Cancer
12379069,Breast Cancer
12379069,Testicular Cancer
12379854,Breast Cancer
12379854,Gastrointestinal Tumor
12380945,Lung Cancer
12380948,Prostate Cancer
12381519,Liver Cancer
12382190,Breast Cancer
12382194,Breast Cancer
12383896,Breast Cancer
12383904,Breast Cancer
12384318,Brain Tumor
12384400,Bone Cancer
12384400,Gastrointestinal Tumor
12384400,Multiple Myeloma
12384435,Multiple Myeloma
12384807,Neuroblastoma
12384807,Melanoma
12384807,Breast Cancer
12384807,Lymphoma
12386812,Colorectal Cancer
12386812,Lung Cancer
12387652,Leukemia
12387652,Acute Lymphoblastic Leukemia (ALL)
12388254,Melanoma
12388254,Liver Cancer
12388647,Neuroblastoma
12388647,Liver Cancer
12389040,Breast Cancer
12389040,Colorectal Cancer
12389040,Gastrointestinal Tumor
12390358,Breast Cancer
12391285,Lung Cancer
12391322,Multiple Myeloma
12392638,Gastrointestinal Tumor
12393385,Leukemia
12393385,Chronic Myelogenous Leukemia (CML)
12393420,Gastrointestinal Tumor
12393420,Leukemia
12393429,Leukemia
12393429,Chronic Lymphocytic Leukemia (CLL)
12393484,Leukemia
12393484,Acute Lymphoblastic Leukemia (ALL)
12393493,Leukemia
12393493,Acute Lymphoblastic Leukemia (ALL)
12393493,Acute Myeloid Leukemia (AML)
12393501,Bone Cancer
12393501,Multiple Myeloma
12393523,Leukemia
12393523,Acute Myeloid Leukemia (AML)
12393530,Bone Cancer
12393530,Cardiac Tumors
12393530,Multiple Myeloma
12393590,Leukemia
12393600,Leukemia
12393600,Chronic Myelogenous Leukemia (CML)
12393618,Lymphoma
12393746,Leukemia
12393746,Acute Myeloid Leukemia (AML)
12393982,Colorectal Cancer
12394172,Leukemia
12394697,Bladder Cancer
12394697,Prostate Cancer
12394697,Head and Neck Cancer
12395331,Liver Cancer
12397783,Gastric Cancer
12399055,Colorectal Cancer
12399055,Gastric Cancer
12399055,Liver Cancer
12399055,Pancreatic Cancer
12399132,Brain Tumor
12399132,Bone Cancer
12399132,Colorectal Cancer
12399132,Lung Cancer
12400010,Breast Cancer
12400593,Bone Cancer
12400601,Bone Cancer
12400601,Lymphoma
12404273,Breast Cancer
12404279,Prostate Cancer
12404286,Leukemia
12404286,Acute Myeloid Leukemia (AML)
12404286,Myeloproliferative Neoplasms
12404298,Brain Tumor
12406091,Gastrointestinal Tumor
12406091,Lymphoma
12406877,Bone Cancer
12406877,Leukemia
12407343,Colorectal Cancer
12407343,Liver Cancer
12407345,Breast Cancer
12407349,Thyroid Cancer
12407509,Melanoma
12407722,Gastric Cancer
12407733,Lung Cancer
12408373,Breast Cancer
12408383,Bone Cancer
12408383,Lung Cancer
12409262,Melanoma
12409262,Lung Cancer
12409330,Multiple Myeloma
12409588,Lung Cancer
12409649,Breast Cancer
12409664,Rectal Cancer
12410573,Bone Cancer
12410573,Leukemia
12410573,Chronic Myelogenous Leukemia (CML)
12410583,Bone Cancer
12410583,Leukemia
12410583,Multiple Myeloma
12411300,Skin Cancer
12411300,Leukemia
12411300,Chronic Myelogenous Leukemia (CML)
12411300,Liver Cancer
12411300,Multiple Myeloma
12411552,Thyroid Cancer
12412158,Breast Cancer
12412795,Parathyroid Cancer
12412795,Cervical Cancer
12412795,Head and Neck Cancer
12412821,Bone Cancer
12412821,Kidney Cancer
12413937,Ovarian Cancer
12413937,Colorectal Cancer
12414507,Sarcoma
12414626,Prostate Cancer
12414661,Breast Cancer
12414661,Ovarian Cancer
12414661,Gastrointestinal Tumor
12414661,Lung Cancer
12414664,Colorectal Cancer
12415288,Ovarian Cancer
12415690,Lung Cancer
12416542,Brain Tumor
12416894,Lymphoma
12416895,Cardiac Tumors
12416897,Colorectal Cancer
12417504,Melanoma
12417504,Vulvar Cancer
12417504,Vaginal Cancer
12417508,Pancreatic Cancer
12417515,Breast Cancer
12417757,Leukemia
12417757,Acute Myeloid Leukemia (AML)
12418055,Colorectal Cancer
12418055,Liver Cancer
12418058,Colorectal Cancer
12418463,Bone Cancer
12418463,Cardiac Tumors
12420218,Colorectal Cancer
12422310,Skin Cancer
12422310,Head and Neck Cancer
12422311,Pancreatic Cancer
12424195,Bone Cancer
12424195,Skin Cancer
12424195,Leukemia
12424195,Liver Cancer
12424198,Multiple Myeloma
12424328,Prostate Cancer
12424855,Esophageal Cancer
12429291,Prostate Cancer
12429291,Bone Cancer
12429307,Bladder Cancer
12429311,Prostate Cancer
12429311,Rectal Cancer
12429338,Prostate Cancer
12429338,Bladder Cancer
12429338,Lung Cancer
12429618,Ovarian Cancer
12429618,Breast Cancer
12429622,Breast Cancer
12429622,Cardiac Tumors
12429628,Breast Cancer
12429628,Ovarian Cancer
12429640,Brain Tumor
12429651,Kidney Cancer
12429651,Lung Cancer
12429655,Pancreatic Cancer
12429924,Leukemia
12429947,Leukemia
12430147,Breast Cancer
12430930,Myeloproliferative Neoplasms
12431169,Thyroid Cancer
12431169,Cervical Cancer
12431169,Head and Neck Cancer
12431828,Lung Cancer
12431963,Lymphoma
12431963,Multiple Myeloma
12431972,Kidney Cancer
12431973,Breast Cancer
12431973,Ovarian Cancer
12431974,Bone Cancer
12432043,Breast Cancer
12432241,Sarcoma
12432241,Ewing Sarcoma
12432271,Breast Cancer
12432271,Prostate Cancer
12433602,Breast Cancer
12433678,Bone Cancer
12433678,Leukemia
12433678,Multiple Myeloma
12433706,Colorectal Cancer
12433728,Leukemia
12433728,Chronic Lymphocytic Leukemia (CLL)
12433728,Lymphoma
12434950,Breast Cancer
12435216,Breast Cancer
12435294,Breast Cancer
12435856,Melanoma
12435856,Prostate Cancer
12435856,Breast Cancer
12435856,Lung Cancer
12436432,Breast Cancer
12436452,Lung Cancer
12437642,Bone Cancer
12437642,Multiple Myeloma
12438218,Breast Cancer
12438263,Neuroblastoma
12438265,Breast Cancer
12438271,Breast Cancer
12438271,Head and Neck Cancer
12438630,Skin Cancer
12439220,Leukemia
12439220,Acute Lymphoblastic Leukemia (ALL)
12439220,Acute Myeloid Leukemia (AML)
12439220,Myeloproliferative Neoplasms
12439592,Breast Cancer
12439592,Prostate Cancer
12439592,Thyroid Cancer
12439592,Gallbladder Cancer
12439592,Colorectal Cancer
12439592,Esophageal Cancer
12439592,Gastric Cancer
12439592,Head and Neck Cancer
